College Name,Branch Name,2022,2023,2024,Predicted_2024
PSG College of Technology (Autonomous) Peelamedu Coimbatore District 641004,PRODUCTION ENGINEERING,,186.0,187.0,
PSG College of Technology (Autonomous) Peelamedu Coimbatore District 641004,PRODUCTION ENGINEERING (SANDWICH) (SS),,172.0,176.5,
PSG College of Technology (Autonomous) Peelamedu Coimbatore District 641004,PRODUCTION ENGINEERING (SS),,180.5,183.0,
PSG College of Technology (Autonomous) Peelamedu Coimbatore District 641004,ROBOTICS AND AUTOMATION (SS),,194.0,194.0,
PSG College of Technology (Autonomous) Peelamedu Coimbatore District 641004,TEXTILE TECHNOLOGY,,181.5,178.5,
PSG College of Technology (Autonomous) Peelamedu Coimbatore District 641004,TEXTILE TECHNOLOGY (SS),,172.0,172.5,
"PSG College of Technology (Autonomous), Peelamedu, Coimbatore District 641004",AUTOMOBILE ENGINEERING (SS),183.5,,,
"PSG College of Technology (Autonomous), Peelamedu, Coimbatore District 641004",BIO MEDICAL ENGINEERING (SS),192.5,,,
"PSG College of Technology (Autonomous), Peelamedu, Coimbatore District 641004",BIO TECHNOLOGY (SS),193.0,,,
"PSG College of Technology (Autonomous), Peelamedu, Coimbatore District 641004",CIVIL ENGINEERING,193.0,,,
"PSG College of Technology (Autonomous), Peelamedu, Coimbatore District 641004",CIVIL ENGINEERING (SS),190.0,,,
"PSG College of Technology (Autonomous), Peelamedu, Coimbatore District 641004",COMPUTER SCIENCE AND ENGINEERING (SS),199.5,,,
"PSG College of Technology (Autonomous), Peelamedu, Coimbatore District 641004",Computer Science and Engineering (Artificial Intelligence and Machine Learning) (SS),197.5,,,
"PSG College of Technology (Autonomous), Peelamedu, Coimbatore District 641004",ELECTRICAL AND ELECTRONICS (SANDWICH) (SS),191.0,,,
"PSG College of Technology (Autonomous), Peelamedu, Coimbatore District 641004",ELECTRICAL AND ELECTRONICS ENGINEERING,196.5,,,
"PSG College of Technology (Autonomous), Peelamedu, Coimbatore District 641004",ELECTRONICS AND COMMUNICATION ENGINEERING,198.5,,,
"PSG College of Technology (Autonomous), Peelamedu, Coimbatore District 641004",ELECTRONICS AND COMMUNICATION ENGINEERING (SS),197.5,,,
"PSG College of Technology (Autonomous), Peelamedu, Coimbatore District 641004",FASHION TECHNOLOGY (SS),173.0,,,
"PSG College of Technology (Autonomous), Peelamedu, Coimbatore District 641004",INFORMATION TECHNOLOGY (SS),198.0,,,
"PSG College of Technology (Autonomous), Peelamedu, Coimbatore District 641004",INSTRUMENTATION AND CONTROL ENGINEERING (SS),192.0,,,
"PSG College of Technology (Autonomous), Peelamedu, Coimbatore District 641004",MECHANICAL ENGINEERING,194.0,,,
"PSG College of Technology (Autonomous), Peelamedu, Coimbatore District 641004",MECHANICAL ENGINEERING (SANDWICH) (SS),182.0,,,
"PSG College of Technology (Autonomous), Peelamedu, Coimbatore District 641004",MECHANICAL ENGINEERING (SS),191.0,,,
"PSG College of Technology (Autonomous), Peelamedu, Coimbatore District 641004",METALLURGICAL ENGINEERING,188.5,,,
"PSG College of Technology (Autonomous), Peelamedu, Coimbatore District 641004",METALLURGICAL ENGINEERING (SS),183.0,,,
"PSG College of Technology (Autonomous), Peelamedu, Coimbatore District 641004",PRODUCTION ENGINEERING,188.5,,,
"PSG College of Technology (Autonomous), Peelamedu, Coimbatore District 641004",PRODUCTION ENGINEERING (SANDWICH) (SS),176.5,,,
"PSG College of Technology (Autonomous), Peelamedu, Coimbatore District 641004",PRODUCTION ENGINEERING (SS),185.3333333,,,
"PSG College of Technology (Autonomous), Peelamedu, Coimbatore District 641004",ROBOTICS AND AUTOMATION (SS),194.5,,,
"PSG College of Technology (Autonomous), Peelamedu, Coimbatore District 641004",TEXTILE TECHNOLOGY,184.5,,,
"PSG College of Technology (Autonomous), Peelamedu, Coimbatore District 641004",TEXTILE TECHNOLOGY (SS),170.0,,,
PSG Institute of Technology and Applied Research Avinashi Road Neelambur Coimbatore 641062,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,,196.0,,
PSG Institute of Technology and Applied Research Avinashi Road Neelambur Coimbatore 641062,CIVIL ENGINEERING,,177.5,,
PSG Institute of Technology and Applied Research Avinashi Road Neelambur Coimbatore 641062,COMPUTER SCIENCE AND BUSSINESS SYSTEM,,193.5,,
PSG Institute of Technology and Applied Research Avinashi Road Neelambur Coimbatore 641062,COMPUTER SCIENCE AND ENGINEERING,,197.0,,
PSG Institute of Technology and Applied Research Avinashi Road Neelambur Coimbatore 641062,ELECTRICAL AND ELECTRONICS ENGINEERING,,191.0,,
PSG Institute of Technology and Applied Research Avinashi Road Neelambur Coimbatore 641062,ELECTRONICS AND COMMUNICATION ENGINEERING,,194.5,,
PSG Institute of Technology and Applied Research Avinashi Road Neelambur Coimbatore 641062,MECHANICAL ENGINEERING,,185.0,,
"PSG Institute of Technology and Applied Research, Avinashi Road, Neelambur, Coimbatore 641062",ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,195.5,,,
"PSG Institute of Technology and Applied Research, Avinashi Road, Neelambur, Coimbatore 641062",CIVIL ENGINEERING,177.72,,,
"PSG Institute of Technology and Applied Research, Avinashi Road, Neelambur, Coimbatore 641062",COMPUTER SCIENCE AND BUSSINESS SYSTEM,194.5,,,
"PSG Institute of Technology and Applied Research, Avinashi Road, Neelambur, Coimbatore 641062",COMPUTER SCIENCE AND ENGINEERING,196.5,,,
"PSG Institute of Technology and Applied Research, Avinashi Road, Neelambur, Coimbatore 641062",ELECTRICAL AND ELECTRONICS ENGINEERING,193.43,,,
"PSG Institute of Technology and Applied Research, Avinashi Road, Neelambur, Coimbatore 641062",ELECTRONICS AND COMMUNICATION ENGINEERING,195.5,,,
"PSG Institute of Technology and Applied Research, Avinashi Road, Neelambur, Coimbatore 641062",MECHANICAL ENGINEERING,186.5,,,
"PSG Institute of Technology and Applied Research, Avinashi Road,Neelambur, Sulur,Coimbatore -641062.",Artificial Intelligence and Data Science,,,195.0,
"PSG Institute of Technology and Applied Research, Avinashi Road,Neelambur, Sulur,Coimbatore -641062.",CIVIL ENGINEERING,,,181.0,
"PSG Institute of Technology and Applied Research, Avinashi Road,Neelambur, Sulur,Coimbatore -641062.",COMPUTER SCIENCE AND ENGINEERING,,,196.0,
"PSG Institute of Technology and Applied Research, Avinashi Road,Neelambur, Sulur,Coimbatore -641062.",ELECTRICAL AND ELECTRONICS ENGINEERING,,,193.0,
"PSG Institute of Technology and Applied Research, Avinashi Road,Neelambur, Sulur,Coimbatore -641062.",ELECTRONICS AND COMMUNICATION ENGINEERING,,,195.0,
"PSG Institute of Technology and Applied Research, Avinashi Road,Neelambur, Sulur,Coimbatore -641062.",INSTRUMENTATION AND CONTROL ENGINEERING,,,188.0,
"PSG Institute of Technology and Applied Research, Avinashi Road,Neelambur, Sulur,Coimbatore -641062.",MECHANICAL ENGINEERING,,,188.0,
PSN College of Engineering and Technology (Autonomous) Melathediyoor Tirunelveli-627 152,COMPUTER SCIENCE AND ENGINEERING,,143.5,,
PSN College of Engineering and Technology (Autonomous) Melathediyoor Tirunelveli-627 152,ELECTRONICS AND COMMUNICATION ENGINEERING,,115.5,,
PSN Engineering College Melathediyoor Tirunelveli District 627152,INFORMATION TECHNOLOGY,,132.5,,
"PSNA College of Engineering and Technology (Autonomous), Kothandaraman Nagar, Muthanampatti (PO), Dindigul-624622.",Artificial Intelligence and Data Science,,,176.0,
"PSNA College of Engineering and Technology (Autonomous), Kothandaraman Nagar, Muthanampatti (PO), Dindigul-624622.",BIO MEDICAL ENGINEERING,,,154.0,
"PSNA College of Engineering and Technology (Autonomous), Kothandaraman Nagar, Muthanampatti (PO), Dindigul-624622.",CIVIL ENGINEERING,,,154.5,
"PSNA College of Engineering and Technology (Autonomous), Kothandaraman Nagar, Muthanampatti (PO), Dindigul-624622.",COMPUTER SCIENCE AND BUSSINESS SYSTEM,,,170.0,
"PSNA College of Engineering and Technology (Autonomous), Kothandaraman Nagar, Muthanampatti (PO), Dindigul-624622.",COMPUTER SCIENCE AND ENGINEERING,,,181.5,
"PSNA College of Engineering and Technology (Autonomous), Kothandaraman Nagar, Muthanampatti (PO), Dindigul-624622.",COMPUTER SCIENCE AND ENGINEERING (AI AND MACHINE LEARNING),,,170.5,
"PSNA College of Engineering and Technology (Autonomous), Kothandaraman Nagar, Muthanampatti (PO), Dindigul-624622.",Computer Science and Engineering (Cyber Security),,,170.0,
"PSNA College of Engineering and Technology (Autonomous), Kothandaraman Nagar, Muthanampatti (PO), Dindigul-624622.",ELECTRICAL AND ELECTRONICS ENGINEERING,,,166.0,
"PSNA College of Engineering and Technology (Autonomous), Kothandaraman Nagar, Muthanampatti (PO), Dindigul-624622.",ELECTRONICS AND COMMUNICATION ENGINEERING,,,174.5,
"PSNA College of Engineering and Technology (Autonomous), Kothandaraman Nagar, Muthanampatti (PO), Dindigul-624622.",Electronics Engineering (VLSI Design and Technology),,,165.0,
"PSNA College of Engineering and Technology (Autonomous), Kothandaraman Nagar, Muthanampatti (PO), Dindigul-624622.",INFORMATION TECHNOLOGY,,,173.0,
"PSNA College of Engineering and Technology (Autonomous), Kothandaraman Nagar, Muthanampatti (PO), Dindigul-624622.",MECHANICAL ENGINEERING,,,148.0,
Paavai College of Engineering NH-7 Pachal Post Namakkal District 637018,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,,146.5,,
Paavai College of Engineering NH-7 Pachal Post Namakkal District 637018,COMPUTER SCIENCE AND ENGINEERING,,135.5,,
"Paavai College of Engineering, NH-7, Pachal Post, Namakkal District 637018",ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,151.0,,,
"Paavai College of Engineering, NH-7, Pachal Post, Namakkal District 637018",COMPUTER SCIENCE AND ENGINEERING,138.0,,,
"Paavai College of Engineering, NH-7, Pachal Post, Namakkal District 637018",COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),124.0,,,
"Paavai College of Engineering, Paavai Nagar, NH-7,Pachal, Namakkal-637018.",Artificial Intelligence and Data Science,,,155.5,
"Paavai College of Engineering, Paavai Nagar, NH-7,Pachal, Namakkal-637018.",COMPUTER SCIENCE AND ENGINEERING (AI AND MACHINE LEARNING),,,129.0,
"Paavai Engineering College (Autonomous) , NH-7, Pachal Post, Namakkal District 637018",COMPUTER SCIENCE AND ENGINEERING,152.5,,,
"Paavai Engineering College (Autonomous) , NH-7, Pachal Post, Namakkal District 637018",COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),147.5,,,
"Paavai Engineering College (Autonomous) , NH-7, Pachal Post, Namakkal District 637018",Computer Science and Engineering (Internet of Things),130.5,,,
"Paavai Engineering College (Autonomous) , NH-7, Pachal Post, Namakkal District 637018",Cyber Security,138.5,,,
"Paavai Engineering College (Autonomous) , NH-7, Pachal Post, Namakkal District 637018",ELECTRONICS AND COMMUNICATION ENGINEERING,135.5,,,
"Paavai Engineering College (Autonomous) , NH-7, Pachal Post, Namakkal District 637018",INFORMATION TECHNOLOGY,159.0,,,
Paavai Engineering College (Autonomous) NH-7 Pachal Post Namakkal District 637018,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,,162.5,,
Paavai Engineering College (Autonomous) NH-7 Pachal Post Namakkal District 637018,COMPUTER SCIENCE AND ENGINEERING,,151.0,,
Paavai Engineering College (Autonomous) NH-7 Pachal Post Namakkal District 637018,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),,140.0,,
Paavai Engineering College (Autonomous) NH-7 Pachal Post Namakkal District 637018,Computer Science and Engineering (Internet of Things),,131.5,,
Paavai Engineering College (Autonomous) NH-7 Pachal Post Namakkal District 637018,Cyber Security,,137.5,,
Paavai Engineering College (Autonomous) NH-7 Pachal Post Namakkal District 637018,ELECTRONICS AND COMMUNICATION ENGINEERING,,138.0,,
Paavai Engineering College (Autonomous) NH-7 Pachal Post Namakkal District 637018,INFORMATION TECHNOLOGY,,148.0,,
"Paavai Engineering College (Autonomous), NH-7, Paavai Nagar, Pachal, Namakkal-637018.",Artificial Intelligence and Data Science,,,166.5,
"Paavai Engineering College (Autonomous), NH-7, Paavai Nagar, Pachal, Namakkal-637018.",COMPUTER SCIENCE AND ENGINEERING,,,150.5,
"Paavai Engineering College (Autonomous), NH-7, Paavai Nagar, Pachal, Namakkal-637018.",COMPUTER SCIENCE AND ENGINEERING (AI AND MACHINE LEARNING),,,146.0,
"Paavai Engineering College (Autonomous), NH-7, Paavai Nagar, Pachal, Namakkal-637018.",Cyber Security,,,135.5,
"Paavai Engineering College (Autonomous), NH-7, Paavai Nagar, Pachal, Namakkal-637018.",INFORMATION TECHNOLOGY,,,144.0,
Pandian Saraswathi Yadav Engineering College Thirumansolai Post Sivagangai District 630 561,INFORMATION TECHNOLOGY,,127.0,,
Panimalar Engineering College (Autonomous) Nazarethpet Poonamallee Chennai 602123,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,,169.0,,
Panimalar Engineering College (Autonomous) Nazarethpet Poonamallee Chennai 602123,Artificial Intelligence and Machine Learning,,163.5,,
Panimalar Engineering College (Autonomous) Nazarethpet Poonamallee Chennai 602123,COMPUTER SCIENCE AND BUSSINESS SYSTEM,,161.5,,
Panimalar Engineering College (Autonomous) Nazarethpet Poonamallee Chennai 602123,COMPUTER SCIENCE AND ENGINEERING,,173.0,,
Panimalar Engineering College (Autonomous) Nazarethpet Poonamallee Chennai 602123,ELECTRICAL AND ELECTRONICS ENGINEERING,,154.5,,
Panimalar Engineering College (Autonomous) Nazarethpet Poonamallee Chennai 602123,ELECTRONICS AND COMMUNICATION ENGINEERING,,165.5,,
Panimalar Engineering College (Autonomous) Nazarethpet Poonamallee Chennai 602123,INFORMATION TECHNOLOGY,,166.5,,
Panimalar Engineering College (Autonomous) Nazarethpet Poonamallee Chennai 602123,MECHANICAL ENGINEERING,,141.5,,
"Panimalar Engineering College (Autonomous), Bangalore Trunk Road, NazarathPet, Varadharajapuram, Poonamallee, Thiruvallur (DT), Chennai-600123.",Artificial Intelligence and Data Science,,,170.5,
"Panimalar Engineering College (Autonomous), Bangalore Trunk Road, NazarathPet, Varadharajapuram, Poonamallee, Thiruvallur (DT), Chennai-600123.",Artificial Intelligence and Machine Learning,,,166.5,
"Panimalar Engineering College (Autonomous), Bangalore Trunk Road, NazarathPet, Varadharajapuram, Poonamallee, Thiruvallur (DT), Chennai-600123.",COMPUTER SCIENCE AND BUSSINESS SYSTEM,,,163.5,
"Panimalar Engineering College (Autonomous), Bangalore Trunk Road, NazarathPet, Varadharajapuram, Poonamallee, Thiruvallur (DT), Chennai-600123.",COMPUTER SCIENCE AND ENGINEERING,,,172.5,
"Panimalar Engineering College (Autonomous), Bangalore Trunk Road, NazarathPet, Varadharajapuram, Poonamallee, Thiruvallur (DT), Chennai-600123.",ELECTRICAL AND ELECTRONICS ENGINEERING,,,159.0,
"Panimalar Engineering College (Autonomous), Bangalore Trunk Road, NazarathPet, Varadharajapuram, Poonamallee, Thiruvallur (DT), Chennai-600123.",ELECTRONICS AND COMMUNICATION ENGINEERING,,,168.5,
"Panimalar Engineering College (Autonomous), Bangalore Trunk Road, NazarathPet, Varadharajapuram, Poonamallee, Thiruvallur (DT), Chennai-600123.",INFORMATION TECHNOLOGY,,,168.0,
"Panimalar Engineering College (Autonomous), Bangalore Trunk Road, NazarathPet, Varadharajapuram, Poonamallee, Thiruvallur (DT), Chennai-600123.",MECHANICAL ENGINEERING,,,144.0,
"Panimalar Engineering College (Autonomous), Nazarethpet, Poonamallee, Chennai 602123",ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,172.5,,,
"Panimalar Engineering College (Autonomous), Nazarethpet, Poonamallee, Chennai 602123",Artificial Intelligence and Machine Learning,177.0,,,
"Panimalar Engineering College (Autonomous), Nazarethpet, Poonamallee, Chennai 602123",COMPUTER SCIENCE AND BUSSINESS SYSTEM,171.0,,,
"Panimalar Engineering College (Autonomous), Nazarethpet, Poonamallee, Chennai 602123",COMPUTER SCIENCE AND ENGINEERING,180.0,,,
"Panimalar Engineering College (Autonomous), Nazarethpet, Poonamallee, Chennai 602123",ELECTRICAL AND ELECTRONICS ENGINEERING,160.5,,,
"Panimalar Engineering College (Autonomous), Nazarethpet, Poonamallee, Chennai 602123",ELECTRONICS AND COMMUNICATION ENGINEERING,170.5,,,
"Panimalar Engineering College (Autonomous), Nazarethpet, Poonamallee, Chennai 602123",INFORMATION TECHNOLOGY,175.5,,,
"Panimalar Engineering College Chennai City Campus, No.23, Railway Colony 2nd Street, Nelson Manickam Road, Chennai - 600029",ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,167.24,,,
"Panimalar Engineering College Chennai City Campus, No.23, Railway Colony 2nd Street, Nelson Manickam Road, Chennai - 600029",COMPUTER SCIENCE AND ENGINEERING,168.0,,,
"Panimalar Engineering College Chennai City Campus, No.23, Railway Colony 2nd Street, Nelson Manickam Road, Chennai - 600029",INFORMATION TECHNOLOGY,168.0,,,
Parisutham Institute of Technology and Science Ring Road Nanjikottai Thanjavur District 613006,COMPUTER SCIENCE AND ENGINEERING,,132.5,,
"Parisutham Institute of Technology and Science, Ring Road, Nanjikottai, Thanjavur District 613006",COMPUTER SCIENCE AND ENGINEERING,152.5,,,
"Parisutham Institute of Technology and Science, Ring Road, Nanjikottai, Thanjavur District 613006",ELECTRONICS AND COMMUNICATION ENGINEERING,119.5,,,
Park College of Engineering and Technology Kaniyur Coimbatore District 641659,COMPUTER SCIENCE AND ENGINEERING,,142.0,,
Ponjesly College of Engineering Vettornimadam Post Nagercoil Kanyakumari District 629003,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,,154.0,,
Ponjesly College of Engineering Vettornimadam Post Nagercoil Kanyakumari District 629003,COMPUTER SCIENCE AND ENGINEERING,,158.5,,
Ponjesly College of Engineering Vettornimadam Post Nagercoil Kanyakumari District 629003,ELECTRICAL AND ELECTRONICS ENGINEERING,,130.0,,
Ponjesly College of Engineering Vettornimadam Post Nagercoil Kanyakumari District 629003,ELECTRONICS AND COMMUNICATION ENGINEERING,,148.5,,
Ponjesly College of Engineering Vettornimadam Post Nagercoil Kanyakumari District 629003,INFORMATION TECHNOLOGY,,146.5,,
"Ponjesly College of Engineering, Near Parvathipuram, Alamparai, Veturnimadam Post, Nagercoil-629003.",Artificial Intelligence and Data Science,,,149.0,
"Ponjesly College of Engineering, Near Parvathipuram, Alamparai, Veturnimadam Post, Nagercoil-629003.",COMPUTER SCIENCE AND ENGINEERING,,,158.0,
"Ponjesly College of Engineering, Near Parvathipuram, Alamparai, Veturnimadam Post, Nagercoil-629003.",COMPUTER SCIENCE AND ENGINEERING (AI AND MACHINE LEARNING),,,149.0,
"Ponjesly College of Engineering, Near Parvathipuram, Alamparai, Veturnimadam Post, Nagercoil-629003.",ELECTRICAL AND ELECTRONICS ENGINEERING,,,121.0,
"Ponjesly College of Engineering, Near Parvathipuram, Alamparai, Veturnimadam Post, Nagercoil-629003.",ELECTRONICS AND COMMUNICATION ENGINEERING,,,148.5,
"Ponjesly College of Engineering, Near Parvathipuram, Alamparai, Veturnimadam Post, Nagercoil-629003.",INFORMATION TECHNOLOGY,,,150.0,
"Ponjesly College of Engineering, Near Parvathipuram, Alamparai, Veturnimadam Post, Nagercoil-629003.",MECHANICAL ENGINEERING,,,118.0,
"Ponjesly College of Engineering, Vettornimadam Post, Nagercoil, Kanyakumari District 629003",ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,150.5,,,
"Ponjesly College of Engineering, Vettornimadam Post, Nagercoil, Kanyakumari District 629003",COMPUTER SCIENCE AND ENGINEERING,156.5,,,
"Ponjesly College of Engineering, Vettornimadam Post, Nagercoil, Kanyakumari District 629003",ELECTRONICS AND COMMUNICATION ENGINEERING,144.5,,,
"Ponjesly College of Engineering, Vettornimadam Post, Nagercoil, Kanyakumari District 629003",INFORMATION TECHNOLOGY,147.5,,,
"Prathyusha Engineering College (Autonomous), Poonamallee-Tiruvallur High Road, Aranvoyalkuppam, Tiruvallur-602025.",Artificial Intelligence and Data Science,,,144.5,
"Prathyusha Engineering College (Autonomous), Poonamallee-Tiruvallur High Road, Aranvoyalkuppam, Tiruvallur-602025.",COMPUTER SCIENCE AND BUSSINESS SYSTEM,,,143.0,
"Prathyusha Engineering College (Autonomous), Poonamallee-Tiruvallur High Road, Aranvoyalkuppam, Tiruvallur-602025.",COMPUTER SCIENCE AND ENGINEERING,,,152.0,
"Prathyusha Engineering College (Autonomous), Poonamallee-Tiruvallur High Road, Aranvoyalkuppam, Tiruvallur-602025.",COMPUTER SCIENCE AND ENGINEERING (AI AND MACHINE LEARNING),,,138.0,
"Prathyusha Engineering College (Autonomous), Poonamallee-Tiruvallur High Road, Aranvoyalkuppam, Tiruvallur-602025.",Computer Science and Engineering (Cyber Security),,,141.0,
"Prathyusha Engineering College (Autonomous), Poonamallee-Tiruvallur High Road, Aranvoyalkuppam, Tiruvallur-602025.",ELECTRONICS AND COMMUNICATION ENGINEERING,,,146.0,
"Prathyusha Engineering College (Autonomous), Poonamallee-Tiruvallur High Road, Aranvoyalkuppam, Tiruvallur-602025.",INFORMATION TECHNOLOGY,,,144.5,
Prathyusha Engineering college (Autonomous) Aranvoyalkuppam Thiruvallur District 602025,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,,151.0,,
Prathyusha Engineering college (Autonomous) Aranvoyalkuppam Thiruvallur District 602025,COMPUTER SCIENCE AND ENGINEERING,,149.0,,
Prathyusha Engineering college (Autonomous) Aranvoyalkuppam Thiruvallur District 602025,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),,145.0,,
Prathyusha Engineering college (Autonomous) Aranvoyalkuppam Thiruvallur District 602025,Computer Science and Engineering (Cyber Security),,146.5,,
Prathyusha Engineering college (Autonomous) Aranvoyalkuppam Thiruvallur District 602025,ELECTRICAL AND ELECTRONICS ENGINEERING,,130.0,,
Prathyusha Engineering college (Autonomous) Aranvoyalkuppam Thiruvallur District 602025,ELECTRONICS AND COMMUNICATION ENGINEERING,,143.5,,
Prathyusha Engineering college (Autonomous) Aranvoyalkuppam Thiruvallur District 602025,INFORMATION TECHNOLOGY,,144.5,,
"Prathyusha Engineering college, Aranvoyalkuppam, Thiruvallur District 602025",ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,149.0,,,
"Prathyusha Engineering college, Aranvoyalkuppam, Thiruvallur District 602025",COMPUTER SCIENCE AND ENGINEERING,157.0,,,
"Prathyusha Engineering college, Aranvoyalkuppam, Thiruvallur District 602025",ELECTRONICS AND COMMUNICATION ENGINEERING,143.0,,,
"Prathyusha Engineering college, Aranvoyalkuppam, Thiruvallur District 602025",INFORMATION TECHNOLOGY,155.5,,,
Prince Dr. K Vasudevan College of Engineering and Technology Medavakkam-Mambakkam Road Ponmar Chennai 600127,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,,178.5,,
Prince Dr. K Vasudevan College of Engineering and Technology Medavakkam-Mambakkam Road Ponmar Chennai 600127,COMPUTER SCIENCE AND ENGINEERING,,169.98,,
Prince Dr. K Vasudevan College of Engineering and Technology Medavakkam-Mambakkam Road Ponmar Chennai 600127,Computer Science and Engineering (Cyber Security),,154.085,,
"Prince Dr. K Vasudevan College of Engineering and Technology, Medavakkam-Mambakkam Road, Ponmar, Chennai 600127",ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,169.385,,,
"Prince Dr. K Vasudevan College of Engineering and Technology, Medavakkam-Mambakkam Road, Ponmar, Chennai 600127",BIO MEDICAL ENGINEERING,140.5,,,
"Prince Dr. K Vasudevan College of Engineering and Technology, Medavakkam-Mambakkam Road, Ponmar, Chennai 600127",COMPUTER SCIENCE AND ENGINEERING,162.285,,,
"Prince Dr. K Vasudevan College of Engineering and Technology, Medavakkam-Mambakkam Road, Ponmar, Chennai 600127",Computer Science and Engineering (Cyber Security),165.725,,,
"Prince Dr. K. Vasudevan College of Engineering and Technology, Medavakkam-Mambakkam Road, Ponmar, Chennai-600127.",Artificial Intelligence and Data Science,,,192.0,
"Prince Dr. K. Vasudevan College of Engineering and Technology, Medavakkam-Mambakkam Road, Ponmar, Chennai-600127.",COMPUTER SCIENCE AND ENGINEERING,,,187.0,
"Prince Dr. K. Vasudevan College of Engineering and Technology, Medavakkam-Mambakkam Road, Ponmar, Chennai-600127.",Computer Science and Engineering (Cyber Security),,,187.0,
Prince Shri Venkateshwara Padmavathy Engineering College (Autonomous) Ponmar Chennai 600048,COMPUTER SCIENCE AND ENGINEERING,,193.5,,
Prince Shri Venkateshwara Padmavathy Engineering College (Autonomous) Ponmar Chennai 600048,ELECTRICAL AND ELECTRONICS ENGINEERING,,145.5,,
Prince Shri Venkateshwara Padmavathy Engineering College (Autonomous) Ponmar Chennai 600048,ELECTRONICS AND COMMUNICATION ENGINEERING,,149.5,,
Prince Shri Venkateshwara Padmavathy Engineering College (Autonomous) Ponmar Chennai 600048,INFORMATION TECHNOLOGY,,184.0,,
"Prince Shri Venkateshwara Padmavathy Engineering College, Ponmar, Chennai 600048",CIVIL ENGINEERING,114.5,,,
"Prince Shri Venkateshwara Padmavathy Engineering College, Ponmar, Chennai 600048",COMPUTER SCIENCE AND ENGINEERING,180.065,,,
"Prince Shri Venkateshwara Padmavathy Engineering College, Ponmar, Chennai 600048",ELECTRICAL AND ELECTRONICS ENGINEERING,127.5,,,
"Prince Shri Venkateshwara Padmavathy Engineering College, Ponmar, Chennai 600048",ELECTRONICS AND COMMUNICATION ENGINEERING,152.855,,,
"Prince Shri Venkateshwara Padmavathy Engineering College, Ponmar, Chennai 600048",INFORMATION TECHNOLOGY,174.56,,,
"Prince Shri Venkateshwara Padmavathy Engineering College, Ponmar, Chennai 600048",MECHANICAL ENGINEERING,134.0,,,
"Prince Shri Venkateshwaraa Padmavathy Engineering College (Autonomous), Medavakkam - Mambakkam Road, Ponmar, Kanchipuram, Chennai-600127.",COMPUTER SCIENCE AND ENGINEERING,,,193.0,
"Prince Shri Venkateshwaraa Padmavathy Engineering College (Autonomous), Medavakkam - Mambakkam Road, Ponmar, Kanchipuram, Chennai-600127.",ELECTRICAL AND ELECTRONICS ENGINEERING,,,154.5,
"Prince Shri Venkateshwaraa Padmavathy Engineering College (Autonomous), Medavakkam - Mambakkam Road, Ponmar, Kanchipuram, Chennai-600127.",ELECTRONICS AND COMMUNICATION ENGINEERING,,,185.0,
"Prince Shri Venkateshwaraa Padmavathy Engineering College (Autonomous), Medavakkam - Mambakkam Road, Ponmar, Kanchipuram, Chennai-600127.",INFORMATION TECHNOLOGY,,,192.0,
R M D Engineering College (Autonomous) Kavaraipettai Gummidipoondi Thiruvallur District 601206,Artificial Intelligence and Machine Learning,,175.5,,
R M D Engineering College (Autonomous) Kavaraipettai Gummidipoondi Thiruvallur District 601206,COMPUTER SCIENCE AND BUSSINESS SYSTEM,,174.5,,
R M D Engineering College (Autonomous) Kavaraipettai Gummidipoondi Thiruvallur District 601206,COMPUTER SCIENCE AND ENGINEERING,,181.5,,
R M D Engineering College (Autonomous) Kavaraipettai Gummidipoondi Thiruvallur District 601206,ELECTRONICS AND COMMUNICATION ENGINEERING,,174.5,,
R M D Engineering College (Autonomous) Kavaraipettai Gummidipoondi Thiruvallur District 601206,INFORMATION TECHNOLOGY,,178.5,,
"R M D Engineering College (Autonomous), Kavaraipettai, Gummidipoondi, Thiruvallur District 601206",Artificial Intelligence and Machine Learning,179.0,,,
"R M D Engineering College (Autonomous), Kavaraipettai, Gummidipoondi, Thiruvallur District 601206",COMPUTER SCIENCE AND BUSSINESS SYSTEM,177.5,,,
