College Name,Branch Name,2022,2023,2024,Predicted_2024
"R M D Engineering College (Autonomous), Kavaraipettai, Gummidipoondi, Thiruvallur District 601206",COMPUTER SCIENCE AND ENGINEERING,186.5,,,
"R M D Engineering College (Autonomous), Kavaraipettai, Gummidipoondi, Thiruvallur District 601206",ELECTRONICS AND COMMUNICATION ENGINEERING,180.0,,,
"R M D Engineering College (Autonomous), Kavaraipettai, Gummidipoondi, Thiruvallur District 601206",INFORMATION TECHNOLOGY,184.0,,,
R M K College of Engineering and Technology (Autonomous) Puduvoyal Gummidipoondi Taluk Thiruvallur District 601206,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,,174.0,,
R M K College of Engineering and Technology (Autonomous) Puduvoyal Gummidipoondi Taluk Thiruvallur District 601206,COMPUTER SCIENCE AND ENGINEERING,,173.0,,
R M K College of Engineering and Technology (Autonomous) Puduvoyal Gummidipoondi Taluk Thiruvallur District 601206,Computer Science and Engineering (Cyber Security),,169.0,,
R M K College of Engineering and Technology (Autonomous) Puduvoyal Gummidipoondi Taluk Thiruvallur District 601206,ELECTRONICS AND COMMUNICATION ENGINEERING,,170.0,,
"R M K College of Engineering and Technology (Autonomous), Puduvoyal, Gummidipoondi Taluk, Thiruvallur District 601206",ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,176.5,,,
"R M K College of Engineering and Technology (Autonomous), Puduvoyal, Gummidipoondi Taluk, Thiruvallur District 601206",COMPUTER SCIENCE AND ENGINEERING,179.5,,,
"R M K College of Engineering and Technology (Autonomous), Puduvoyal, Gummidipoondi Taluk, Thiruvallur District 601206",Computer Science and Engineering (Cyber Security),176.0,,,
"R M K College of Engineering and Technology (Autonomous), Puduvoyal, Gummidipoondi Taluk, Thiruvallur District 601206",ELECTRONICS AND COMMUNICATION ENGINEERING,174.0,,,
R M K Engineering College (Autonomous) Kavaraipettai Gummidipoondi Thiruvallur District 601206,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,,185.0,,
R M K Engineering College (Autonomous) Kavaraipettai Gummidipoondi Thiruvallur District 601206,CIVIL ENGINEERING,,156.0,,
R M K Engineering College (Autonomous) Kavaraipettai Gummidipoondi Thiruvallur District 601206,COMPUTER SCIENCE AND BUSSINESS SYSTEM,,180.0,,
R M K Engineering College (Autonomous) Kavaraipettai Gummidipoondi Thiruvallur District 601206,COMPUTER SCIENCE AND DESIGN,,177.5,,
R M K Engineering College (Autonomous) Kavaraipettai Gummidipoondi Thiruvallur District 601206,COMPUTER SCIENCE AND ENGINEERING,,188.5,,
R M K Engineering College (Autonomous) Kavaraipettai Gummidipoondi Thiruvallur District 601206,ELECTRICAL AND ELECTRONICS ENGINEERING,,173.5,,
R M K Engineering College (Autonomous) Kavaraipettai Gummidipoondi Thiruvallur District 601206,ELECTRONICS AND COMMUNICATION ENGINEERING,,184.0,,
R M K Engineering College (Autonomous) Kavaraipettai Gummidipoondi Thiruvallur District 601206,Electronics Engineering (VLSI design and Technology),,177.5,,
R M K Engineering College (Autonomous) Kavaraipettai Gummidipoondi Thiruvallur District 601206,Electronics and Communication ( Advanced Communication Technology),,179.5,,
R M K Engineering College (Autonomous) Kavaraipettai Gummidipoondi Thiruvallur District 601206,INFORMATION TECHNOLOGY,,184.0,,
R M K Engineering College (Autonomous) Kavaraipettai Gummidipoondi Thiruvallur District 601206,MECHANICAL ENGINEERING,,167.0,,
"R M K Engineering College (Autonomous), Kavaraipettai, Gummidipoondi, Thiruvallur District 601206",ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,190.0,,,
"R M K Engineering College (Autonomous), Kavaraipettai, Gummidipoondi, Thiruvallur District 601206",CIVIL ENGINEERING,166.5,,,
"R M K Engineering College (Autonomous), Kavaraipettai, Gummidipoondi, Thiruvallur District 601206",COMPUTER SCIENCE AND BUSSINESS SYSTEM,187.0,,,
"R M K Engineering College (Autonomous), Kavaraipettai, Gummidipoondi, Thiruvallur District 601206",COMPUTER SCIENCE AND DESIGN,184.5,,,
"R M K Engineering College (Autonomous), Kavaraipettai, Gummidipoondi, Thiruvallur District 601206",COMPUTER SCIENCE AND ENGINEERING,192.5,,,
"R M K Engineering College (Autonomous), Kavaraipettai, Gummidipoondi, Thiruvallur District 601206",ELECTRICAL AND ELECTRONICS ENGINEERING,180.68,,,
"R M K Engineering College (Autonomous), Kavaraipettai, Gummidipoondi, Thiruvallur District 601206",ELECTRONICS AND COMMUNICATION ENGINEERING,188.0,,,
"R M K Engineering College (Autonomous), Kavaraipettai, Gummidipoondi, Thiruvallur District 601206",INFORMATION TECHNOLOGY,189.5,,,
"R M K Engineering College (Autonomous), Kavaraipettai, Gummidipoondi, Thiruvallur District 601206",MECHANICAL ENGINEERING,173.0,,,
"R P Sarathy Institute of Technology , Poosaripatty(PO), Omalur Taluk, Salem-636305.",Artificial Intelligence and Data Science,,,139.5,
R P Sarathy Institute of Technology Poosaripatty Kadaympatty Taluk Salem Tamil Nadu-636305,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,,144.5,,
R P Sarathy Institute of Technology Poosaripatty Kadaympatty Taluk Salem Tamil Nadu-636305,COMPUTER SCIENCE AND ENGINEERING,,142.0,,
R P Sarathy Institute of Technology Poosaripatty Kadaympatty Taluk Salem Tamil Nadu-636305,ELECTRICAL AND ELECTRONICS ENGINEERING,,126.0,,
R P Sarathy Institute of Technology Poosaripatty Kadaympatty Taluk Salem Tamil Nadu-636305,ELECTRONICS AND COMMUNICATION ENGINEERING,,137.5,,
R P Sarathy Institute of Technology Poosaripatty Kadaympatty Taluk Salem Tamil Nadu-636305,INFORMATION TECHNOLOGY,,137.5,,
R V S College of Engineering N Paraipatti Post Dindigul District 624005,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,,129.5,,
R V S College of Engineering N Paraipatti Post Dindigul District 624005,COMPUTER SCIENCE AND ENGINEERING,,131.0,,
R V S College of Engineering and Technology Kannampalayam Sulur Coimbatore District 641402,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,,174.5,,
R V S College of Engineering and Technology Kannampalayam Sulur Coimbatore District 641402,COMPUTER SCIENCE AND ENGINEERING,,176.5,,
R V S College of Engineering and Technology Kannampalayam Sulur Coimbatore District 641402,ELECTRICAL AND ELECTRONICS ENGINEERING,,128.5,,
R V S College of Engineering and Technology Kannampalayam Sulur Coimbatore District 641402,ELECTRONICS AND COMMUNICATION ENGINEERING,,180.5,,
R V S College of Engineering and Technology Kannampalayam Sulur Coimbatore District 641402,INFORMATION TECHNOLOGY,,178.5,,
"R V S College of Engineering and Technology, Kannampalayam, Sulur, Coimbatore District 641402",ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,143.5,,,
"R V S College of Engineering and Technology, Kannampalayam, Sulur, Coimbatore District 641402",COMPUTER SCIENCE AND ENGINEERING,182.5,,,
"R V S College of Engineering and Technology, Kannampalayam, Sulur, Coimbatore District 641402",ELECTRONICS AND COMMUNICATION ENGINEERING,137.0,,,
"R V S College of Engineering, N Paraipatti Post, Dindigul District 624005",COMPUTER SCIENCE AND ENGINEERING,133.0,,,
"R V S Educational Trust's Groups of Institutions, (Integrated Campus) N Paraipatti Post Vedasandur Taluk Dindigul District 624005",COMPUTER SCIENCE AND ENGINEERING,,127.5,,
"R V S Educational Trustâ€™s Groups of Institutions (Integrated Campus), N Paraipatti Post, Vedasandur Taluk, Dindigul District 624005",COMPUTER SCIENCE AND ENGINEERING,130.0,,,
"R V S Technical Campus Coimbatore, Kumaran Kottam Campus, Kannampalayam, Sulur, Coimbatore-641402.",Artificial Intelligence and Data Science,,,157.0,
"R V S Technical Campus Coimbatore, Kumaran Kottam Campus, Kannampalayam, Sulur, Coimbatore-641402.",COMPUTER SCIENCE AND ENGINEERING,,,155.5,
"R V S Technical Campus Coimbatore, Kumaran Kottam Campus, Kannampalayam, Sulur, Coimbatore-641402.",COMPUTER SCIENCE AND ENGINEERING (AI AND MACHINE LEARNING),,,143.5,
"R V S Technical Campus Coimbatore, Kumaran Kottam Campus, Kannampalayam, Sulur, Coimbatore-641402.",Computer Science and Engineering (Cyber Security),,,144.5,
R V S Technical Campus-Coimbatore Kumaran Kottam Campus Kannampalayam Sulur Coimbatore District 641 402,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,,146.5,,
R V S Technical Campus-Coimbatore Kumaran Kottam Campus Kannampalayam Sulur Coimbatore District 641 402,COMPUTER SCIENCE AND ENGINEERING,,148.0,,
R V S Technical Campus-Coimbatore Kumaran Kottam Campus Kannampalayam Sulur Coimbatore District 641 402,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),,164.44,,
R V S Technical Campus-Coimbatore Kumaran Kottam Campus Kannampalayam Sulur Coimbatore District 641 402,MECHANICAL ENGINEERING,,114.0,,
R V S Technical Campus-Coimbatore Kumaran Kottam Campus Kannampalayam Sulur Coimbatore District 641 402,Mechatronics Engineering,,128.0,,
"R V S Technical Campus-Coimbatore, Kumaran Kottam Campus, Kannampalayam, Sulur, Coimbatore District 641 402",ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,138.5,,,
"R V S Technical Campus-Coimbatore, Kumaran Kottam Campus, Kannampalayam, Sulur, Coimbatore District 641 402",COMPUTER SCIENCE AND ENGINEERING,145.5,,,
"R.M.D. Engineering College (Autonomous), R.S.M. Nagar, Gummidipoondi Taluk, Kavaraipettai, Thiruvallur-601206.",Artificial Intelligence and Machine Learning,,,177.0,
"R.M.D. Engineering College (Autonomous), R.S.M. Nagar, Gummidipoondi Taluk, Kavaraipettai, Thiruvallur-601206.",COMPUTER SCIENCE AND BUSSINESS SYSTEM,,,175.5,
"R.M.D. Engineering College (Autonomous), R.S.M. Nagar, Gummidipoondi Taluk, Kavaraipettai, Thiruvallur-601206.",COMPUTER SCIENCE AND ENGINEERING,,,181.0,
"R.M.D. Engineering College (Autonomous), R.S.M. Nagar, Gummidipoondi Taluk, Kavaraipettai, Thiruvallur-601206.",ELECTRONICS AND COMMUNICATION ENGINEERING,,,177.0,
"R.M.D. Engineering College (Autonomous), R.S.M. Nagar, Gummidipoondi Taluk, Kavaraipettai, Thiruvallur-601206.",INFORMATION TECHNOLOGY,,,177.5,
"R.M.K. College of Engineering and Technology (Autonomous), R.S.M. Nagar, Puduvoyal, Gummidipoondi Taluk, Thiruvallur District-601206.",Artificial Intelligence and Data Science,,,173.0,
"R.M.K. College of Engineering and Technology (Autonomous), R.S.M. Nagar, Puduvoyal, Gummidipoondi Taluk, Thiruvallur District-601206.",COMPUTER SCIENCE AND ENGINEERING,,,173.5,
"R.M.K. College of Engineering and Technology (Autonomous), R.S.M. Nagar, Puduvoyal, Gummidipoondi Taluk, Thiruvallur District-601206.",Computer Science and Engineering (Cyber Security),,,172.0,
"R.M.K. College of Engineering and Technology (Autonomous), R.S.M. Nagar, Puduvoyal, Gummidipoondi Taluk, Thiruvallur District-601206.",ELECTRONICS AND COMMUNICATION ENGINEERING,,,173.0,
"R.M.K. College of Engineering and Technology (Autonomous), R.S.M. Nagar, Puduvoyal, Gummidipoondi Taluk, Thiruvallur District-601206.",Electronics Engineering (VLSI Design and Technology),,,170.0,
"R.M.K. Engineering College (Autonomous), R.S.M. Nagar, Kavaraipettai, Gummidipoondi Taluk, Thiruvallur-601206.",Artificial Intelligence and Data Science,,,185.5,
"R.M.K. Engineering College (Autonomous), R.S.M. Nagar, Kavaraipettai, Gummidipoondi Taluk, Thiruvallur-601206.",CIVIL ENGINEERING,,,159.5,
"R.M.K. Engineering College (Autonomous), R.S.M. Nagar, Kavaraipettai, Gummidipoondi Taluk, Thiruvallur-601206.",COMPUTER SCIENCE AND BUSSINESS SYSTEM,,,182.5,
"R.M.K. Engineering College (Autonomous), R.S.M. Nagar, Kavaraipettai, Gummidipoondi Taluk, Thiruvallur-601206.",COMPUTER SCIENCE AND DESIGN,,,178.0,
"R.M.K. Engineering College (Autonomous), R.S.M. Nagar, Kavaraipettai, Gummidipoondi Taluk, Thiruvallur-601206.",COMPUTER SCIENCE AND ENGINEERING,,,188.0,
"R.M.K. Engineering College (Autonomous), R.S.M. Nagar, Kavaraipettai, Gummidipoondi Taluk, Thiruvallur-601206.",ELECTRICAL AND ELECTRONICS ENGINEERING,,,179.5,
"R.M.K. Engineering College (Autonomous), R.S.M. Nagar, Kavaraipettai, Gummidipoondi Taluk, Thiruvallur-601206.",ELECTRONICS AND COMMUNICATION ENGINEERING,,,184.5,
"R.M.K. Engineering College (Autonomous), R.S.M. Nagar, Kavaraipettai, Gummidipoondi Taluk, Thiruvallur-601206.",Electronics Engineering (VLSI Design and Technology),,,177.0,
"R.M.K. Engineering College (Autonomous), R.S.M. Nagar, Kavaraipettai, Gummidipoondi Taluk, Thiruvallur-601206.",Electronics and Communication (Advanced Communication Technology),,,180.5,
"R.M.K. Engineering College (Autonomous), R.S.M. Nagar, Kavaraipettai, Gummidipoondi Taluk, Thiruvallur-601206.",INFORMATION TECHNOLOGY,,,184.5,
"R.M.K. Engineering College (Autonomous), R.S.M. Nagar, Kavaraipettai, Gummidipoondi Taluk, Thiruvallur-601206.",MECHANICAL ENGINEERING,,,172.0,
"R.V.S. College of Engineering, RVS Nagar, Karur Road, N.Paraipatti Post, Dindigul-624005.",Artificial Intelligence and Data Science,,,130.0,
"RAMCO Institute of Technology, North Venganallur Village, Krishnapuram Panchayat, Rajapalayam, Virudhunagar-626117.",Artificial Intelligence and Data Science,,,165.0,
"RAMCO Institute of Technology, North Venganallur Village, Krishnapuram Panchayat, Rajapalayam, Virudhunagar-626117.",CIVIL ENGINEERING,,,133.0,
"RAMCO Institute of Technology, North Venganallur Village, Krishnapuram Panchayat, Rajapalayam, Virudhunagar-626117.",COMPUTER SCIENCE AND BUSSINESS SYSTEM,,,154.0,
"RAMCO Institute of Technology, North Venganallur Village, Krishnapuram Panchayat, Rajapalayam, Virudhunagar-626117.",COMPUTER SCIENCE AND ENGINEERING,,,171.5,
"RAMCO Institute of Technology, North Venganallur Village, Krishnapuram Panchayat, Rajapalayam, Virudhunagar-626117.",ELECTRICAL AND ELECTRONICS ENGINEERING,,,144.5,
"RAMCO Institute of Technology, North Venganallur Village, Krishnapuram Panchayat, Rajapalayam, Virudhunagar-626117.",ELECTRONICS AND COMMUNICATION ENGINEERING,,,161.5,
"RAMCO Institute of Technology, North Venganallur Village, Krishnapuram Panchayat, Rajapalayam, Virudhunagar-626117.",INFORMATION TECHNOLOGY,,,165.0,
"RAMCO Institute of Technology, North Venganallur Village, Krishnapuram Panchayat, Rajapalayam, Virudhunagar-626117.",MECHANICAL ENGINEERING,,,134.0,
"RVS College of Engineering and Technology (Autonomous), Kumaran Kottam Campus, Kannampalayam Post, Coimbatore-641402.",Artificial Intelligence and Data Science,,,180.0,
"RVS College of Engineering and Technology (Autonomous), Kumaran Kottam Campus, Kannampalayam Post, Coimbatore-641402.",BIO MEDICAL ENGINEERING,,,172.0,
"RVS College of Engineering and Technology (Autonomous), Kumaran Kottam Campus, Kannampalayam Post, Coimbatore-641402.",COMPUTER SCIENCE AND ENGINEERING,,,164.5,
"RVS College of Engineering and Technology (Autonomous), Kumaran Kottam Campus, Kannampalayam Post, Coimbatore-641402.",ELECTRICAL AND ELECTRONICS ENGINEERING,,,141.0,
"RVS College of Engineering and Technology (Autonomous), Kumaran Kottam Campus, Kannampalayam Post, Coimbatore-641402.",ELECTRONICS AND COMMUNICATION ENGINEERING,,,187.0,
"RVS College of Engineering and Technology (Autonomous), Kumaran Kottam Campus, Kannampalayam Post, Coimbatore-641402.",INFORMATION TECHNOLOGY,,,180.0,
"RVS College of Engineering and Technology (Autonomous), Kumaran Kottam Campus, Kannampalayam Post, Coimbatore-641402.",MECHANICAL ENGINEERING,,,128.0,
Rajalakshmi Engineering College (Autonomous) Thandalam Sriperumpudur Taluk Kancheepuram District 602105,AERONAUTICAL ENGINEERING,,178.0,,
Rajalakshmi Engineering College (Autonomous) Thandalam Sriperumpudur Taluk Kancheepuram District 602105,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,,189.5,,
Rajalakshmi Engineering College (Autonomous) Thandalam Sriperumpudur Taluk Kancheepuram District 602105,AUTOMOBILE ENGINEERING,,160.5,,
Rajalakshmi Engineering College (Autonomous) Thandalam Sriperumpudur Taluk Kancheepuram District 602105,Artificial Intelligence and Machine Learning,,186.0,,
Rajalakshmi Engineering College (Autonomous) Thandalam Sriperumpudur Taluk Kancheepuram District 602105,BIO MEDICAL ENGINEERING,,174.5,,
Rajalakshmi Engineering College (Autonomous) Thandalam Sriperumpudur Taluk Kancheepuram District 602105,BIO TECHNOLOGY,,171.5,,
Rajalakshmi Engineering College (Autonomous) Thandalam Sriperumpudur Taluk Kancheepuram District 602105,CHEMICAL ENGINEERING,,170.0,,
Rajalakshmi Engineering College (Autonomous) Thandalam Sriperumpudur Taluk Kancheepuram District 602105,CIVIL ENGINEERING,,162.0,,
Rajalakshmi Engineering College (Autonomous) Thandalam Sriperumpudur Taluk Kancheepuram District 602105,COMPUTER SCIENCE AND BUSSINESS SYSTEM,,187.0,,
Rajalakshmi Engineering College (Autonomous) Thandalam Sriperumpudur Taluk Kancheepuram District 602105,COMPUTER SCIENCE AND DESIGN,,185.0,,
Rajalakshmi Engineering College (Autonomous) Thandalam Sriperumpudur Taluk Kancheepuram District 602105,COMPUTER SCIENCE AND ENGINEERING,,191.5,,
Rajalakshmi Engineering College (Autonomous) Thandalam Sriperumpudur Taluk Kancheepuram District 602105,Computer Science and Engineering (Cyber Security),,187.0,,
Rajalakshmi Engineering College (Autonomous) Thandalam Sriperumpudur Taluk Kancheepuram District 602105,ELECTRICAL AND ELECTRONICS ENGINEERING,,181.0,,
Rajalakshmi Engineering College (Autonomous) Thandalam Sriperumpudur Taluk Kancheepuram District 602105,ELECTRONICS AND COMMUNICATION ENGINEERING,,188.5,,
Rajalakshmi Engineering College (Autonomous) Thandalam Sriperumpudur Taluk Kancheepuram District 602105,FOOD TECHNOLOGY,,173.5,,
Rajalakshmi Engineering College (Autonomous) Thandalam Sriperumpudur Taluk Kancheepuram District 602105,INFORMATION TECHNOLOGY,,188.5,,
Rajalakshmi Engineering College (Autonomous) Thandalam Sriperumpudur Taluk Kancheepuram District 602105,MECHANICAL ENGINEERING,,171.5,,
Rajalakshmi Engineering College (Autonomous) Thandalam Sriperumpudur Taluk Kancheepuram District 602105,Mechatronics Engineering,,176.0,,
Rajalakshmi Engineering College (Autonomous) Thandalam Sriperumpudur Taluk Kancheepuram District 602105,ROBOTICS AND AUTOMATION,,178.0,,
"Rajalakshmi Engineering College (Autonomous), Rajalakshmi Nagar, Thandalam, Kanchipuram, Chennai-602105.",AERONAUTICAL ENGINEERING,,,180.5,
"Rajalakshmi Engineering College (Autonomous), Rajalakshmi Nagar, Thandalam, Kanchipuram, Chennai-602105.",AUTOMOBILE ENGINEERING,,,170.0,
"Rajalakshmi Engineering College (Autonomous), Rajalakshmi Nagar, Thandalam, Kanchipuram, Chennai-602105.",Artificial Intelligence and Data Science,,,188.0,
"Rajalakshmi Engineering College (Autonomous), Rajalakshmi Nagar, Thandalam, Kanchipuram, Chennai-602105.",Artificial Intelligence and Machine Learning,,,185.5,
"Rajalakshmi Engineering College (Autonomous), Rajalakshmi Nagar, Thandalam, Kanchipuram, Chennai-602105.",BIO MEDICAL ENGINEERING,,,178.0,
"Rajalakshmi Engineering College (Autonomous), Rajalakshmi Nagar, Thandalam, Kanchipuram, Chennai-602105.",BIO TECHNOLOGY,,,176.0,
